1  76.784465607306
2  63.628507735708
5  65.898708542031
6  85.606279618267
6  80.464812959227
14  66.243038675282
26  72.570713881376
38  53.314612974703
50  38.031900811613
78  26.688647481496
89  19.463633032244
124  11.684328905332
186  8.9201788691379
249  5.6316997934346
321  3.19726543537
323  2.3610861450861
361  1.8115371684427
418  1.3085064922836
497  0.8917178316751
533  0.69364131649991
571  0.54752566606602
689  0.40280209167078
760  0.3208334646363
851  0.24701061367494
946  0.17826528157877
994  0.14260389909072
1039  0.10162654273278
1112  0.083138156312076
