9  133.47198556312
13  83.786730313459
20  67.496898970467
38  46.12296309955
58  24.712164102437
70  22.93424299017
83  19.378248935716
99  16.073147334258
105  14.52184187118
137  13.328499821025
143  10.604536619118
161  11.973364321847
173  8.7788072997364
201  7.4587449593525
217  7.1539746681853
246  6.4552554377952
262  6.2146637494451
294  4.867865968673
310  4.6332376223799
326  4.4202209843509
342  4.2267882091262
358  4.051311503944
374  3.8923815897946
390  3.7487209441759
421  3.4908593403352
441  3.2620787299275
461  2.9111097911645
477  2.80119059836
493  2.7019092651419
509  2.611715761162
529  2.3695177586776
552  2.2515200588918
570  2.0472592185549
588  1.8812403102649
608  1.7225571748838
624  1.6615519535537
657  1.5715784856558
685  1.505501277504
741  1.3815012946862
764  1.2683998591234
800  1.1748758224384
822  1.1236633559156
858  1.0690966173361
912  1.0136400435108
976  0.92793316035394
1125  0.85138067624273
1165  0.78678619771422
1217  0.73565068240147
1251  0.69554666488144
1283  0.65519087011931
1342  0.61459469052617
1397  0.56656677910348
1450  0.52011327990427
1511  0.4870014584418
1569  0.45565996310407
1613  0.41103237533103
1707  0.33181140609561
1854  0.28926809922133
