135  10.925471435846
145  5.3687644756739
156  5.2511349373096
178  3.5052876478429
184  3.0828204202503
192  3.5940986184556
196  3.840555416074
200  3.4839825047434
208  3.1717368040873
216  3.1153704334905
224  2.8124633099667
237  2.3237497787585
281  1.8058782545582
330  1.9082302982542
377  1.8256910621064
427  1.6374040729252
544  1.4399427390955
623  1.2847681310998
701  0.9377784242527
823  0.69647014446444
878  0.55144462715626
1020  0.42385278032425
1254  0.33654716509779
1472  0.26320126415226
1738  0.20005314756733
2004  0.15191769406949
2319  0.11432093275617
2711  0.091754176461674
