0.09  8.9190562016451
0.23  4.0517417513513
0.59  2.0910594312706
1.11  1.5514505267936
1.87  1.3078748544206
2.78  1.1197403167658
3.99  0.85609775558172
5.46  0.78110501565731
7.05  0.7422421983339
8.73  0.74222631738352
10.58  0.74334373555481
13.03  0.64718805900043
16.11  0.49957039495637
19.28  0.45277349893458
22.98  0.32802323160375
27.75  0.25349607741306
33.14  0.17612540806782
38.55  0.16442415727352
44.33  0.13957318339777
51.36  0.11985563701662
59.62  0.087244213737866
68.21  0.082986949674987
77.73  0.060237929504251
87.75  0.055391900561262
99.6  0.042722972422684
111.55  0.038706620125887
127.26  0.029801160968596
142.55  0.026339497367428
158.64  0.019823539554156
176.77  0.013341672767328
196.97  0.0099327805372016
