14  19.981045675196
14  20.04164851932
15  20.120962677428
17  18.142597718666
21  17.231437359326
24  16.525166829156
28  14.732071079704
34  13.159422645851
39  12.366324877746
47  11.192731630012
54  10.672306608084
65  9.5495266036226
75  8.6854668751182
84  8.2187638298689
98  7.7055741021039
117  6.9594459058392
138  6.3376714476064
170  5.6623227151205
195  5.2637317242148
234  4.9220182662937
284  4.4053983370901
331  4.1505963753533
398  3.7646577765951
468  3.5116614345466
572  3.17677861174
676  2.9352389174336
826  2.6619474867755
987  2.4446947202773
1190  2.2074539808314
1430  2.0115085501846
1736  1.8312443506296
2093  1.6672379667937
2536  1.522118598876
3079  1.3836670704929
3763  1.2538471758193
4546  1.1368477015419
5515  1.0341468654208
6656  0.94060458331187
8077  0.85397479738626
9743  0.77769594494387
11823  0.70713394645184
14349  0.6430198428651
17529  0.58175755978807
21478  0.52475139730142
